League,Home,Away,INC,Round,Date,Time,H_Score,A_Score,HT_H_Score,HT_A_Score,WIN,H_BET,X_BET,A_BET,WIN_BET,OVER_2.5,OVER_3.5,H_15,A_15,H_45_50,A_45_50,H_90,A_90,H_Missing_Players,A_Missing_Players,Missing_Players,H_Ball_Possession,A_Ball_Possession,H_Goal_Attempts,A_Goal_Attempts,H_Shots_on_Goal,A_Shots_on_Goal,H_Attacks,A_Attacks,H_Dangerous_Attacks,A_Dangerous_Attacks,H_Shots_off_Goal,A_Shots_off_Goal,H_Blocked_Shots,A_Blocked_Shots,H_Free_Kicks,A_Free_Kicks,H_Corner_Kicks,A_Corner_Kicks,H_Offsides,A_Offsides,H_Throw_in,A_Throw_in,H_Goalkeeper_Saves,A_Goalkeeper_Saves,H_Fouls,A_Fouls,H_Yellow_Cards,A_Yellow_Cards,Game Link
ligue-2,Quevilly Rouen,Grenoble,"['06' Yellow_Away - Monfray A.', '14' Yellow_Away - Perez M.', '43' Yellow_Away - Tell J.', '49' Yellow_Home - Gbelle G.', '72' Goal_Home - Jozefzoon F.(Soumare I.)', '82' Yellow_Away - Gaspar J.', '88' Yellow_Home - Boe-Kane Y.']",23,05.02.2022,19:00,1.0,0.0,0.0,0.0,Home,2.65,2.8,2.95,2.65,False,False,False,False,False,False,False,False,0.0,0.0,0.0,44%,56%,7.0,12.0,2.0,4.0,96.0,92.0,49.0,52.0,3.0,8.0,2.0,0.0,,,3.0,5.0,3.0,0.0,,,4.0,1.0,18.0,14.0,2.0,4.0,https://www.flashscore.com/match/jahEoFIL/#/match-summary/match-summary
championship,Bournemouth,Huddersfield,"['10' Goal_Home - Penalty Solanke D.(Penalty )', '18' Yellow_Home - Anthony J.', '21' Goal_Home - Solanke D.(Billing P.)', '29' Yellow_Home - Kilkenny G.', '64' Goal_Home - Kelly L.(Christie R.)']",14,23.10.2021,16:00,3.0,0.0,2.0,0.0,Home,1.59,4.1,6.0,1.59,True,False,True,False,False,False,False,False,4.0,7.0,-3.0,62%,38%,14.0,4.0,6.0,1.0,123.0,87.0,55.0,27.0,6.0,2.0,2.0,1.0,11.0,10.0,7.0,2.0,1.0,2.0,25.0,28.0,1.0,3.0,12.0,9.0,2.0,0.0,https://www.flashscore.com/match/O0fq5jq9/#/match-summary/match-summary
serie-a,Sassuolo,Verona,"['16' Var_Away', '37' Goal_Away - Caprari G.(Barak A.)', '44' Goal_Away - Barak A.', '54' Goal_Home - Scamacca G.(Kyriakopoulos G.)', '57' Goal_Away - Barak A.(Penalty )', '59' Yellow_Home - Kyriakopoulos G.(Przytrzymywanie)', '61' Yellow_Away - Depaoli F.(Nadmierna ostrość)', '65' Yellow_Away - Ceccherini F.(Przytrzymywanie)', '67' Goal_Home - Defrel G.(Raspadori G.)', '85' Yellow_Home - Ferrari G. M.(Faul)', '89' Yellow_Away - Montipo L.(Opóźnianie gry)', '90+1' Yellow_Away - Kalinic N.(Przytrzymywanie)', '90+4' Goal_Away - Barak A.(Kalinic N.)']",22,16.01.2022,12:30,2.0,4.0,0.0,2.0,Away,2.46,3.4,2.98,2.98,True,True,False,False,False,False,False,True,8.0,5.0,3.0,56%,44%,13.0,21.0,5.0,6.0,102.0,120.0,45.0,68.0,6.0,10.0,2.0,5.0,26.0,5.0,9.0,7.0,0.0,8.0,,,2.0,3.0,6.0,18.0,2.0,4.0,https://www.flashscore.com/match/CAveXlrp/#/match-summary/match-summary
league-one,Shrewsbury,Wycombe,"['15' Yellow_Away - Kaikai S.', '36' Yellow_Home - Whalley S.', '52' Goal_Away - Jacobson J.', '60' Yellow_Home - Ebanks-Landell E.', '64' Yellow_Home - Leahy L.', '66' Goal_Away - Tafazolli R.(Kaikai S.)', '69' Yellow_Away - Grimmer J.', '78' Goal_Home - Pennington M.(Bennett E.)', '85' Yellow_Away - Stewart A.', '90' Yellow_Away - Stockdale D.']",10,28.09.2021,20:45,1.0,2.0,0.0,0.0,Away,2.97,3.3,2.12,2.12,True,False,False,False,False,False,False,False,0.0,0.0,0.0,53%,47%,14.0,10.0,7.0,4.0,105.0,104.0,47.0,53.0,7.0,5.0,0.0,1.0,13.0,13.0,7.0,1.0,1.0,0.0,30.0,23.0,2.0,6.0,15.0,15.0,3.0,4.0,https://www.flashscore.com/match/O8rXUpHU/#/match-summary/match-summary
ligue-1,Troyes,Angers,"['01' Yellow_Away - Cho M.(Nadmierna ostrość)', '08' Yellow_Home - Chavalerin X.(Przytrzymywanie)', '20' Yellow_Home - Rodrigues G.(Uderzenie łokciem)', '22' Goal_Home - Balde M.(Biancone G.)', '63' Yellow_Home - Giraudon J.(Nadmierna ostrość)', '65' Goal_Away - Mangani T.(Penalty )', '80' Yellow_Away - Boufal S.(Nadmierna ostrość)', '88' Var_Home', '90+2' Red_Card_Home - Żółta kartka / Giraudon J.(Niesportowe zachowanie)']",8,26.09.2021,15:00,1.0,1.0,1.0,0.0,Draw,2.8,3.2,2.81,3.2,False,False,False,False,False,False,False,False,6.0,1.0,5.0,37%,63%,6.0,17.0,3.0,6.0,74.0,113.0,33.0,54.0,3.0,5.0,0.0,6.0,10.0,14.0,2.0,9.0,1.0,0.0,11.0,11.0,5.0,2.0,9.0,8.0,4.0,2.0,https://www.flashscore.com/match/Q7X9VaeK/#/match-summary/match-summary
liga-portugal,Farense,Sporting,"['36' Goal_Away - Pedro Goncalves', '40' Yellow_Away - Reis M.(Przytrzymywanie)', '86' Yellow_Away - Adan A.(Opóźnianie gry)', '90+3' Yellow_Home - Gauld R.(Nadmierna ostrość)']",27,16.04.2021,22:00,0.0,1.0,0.0,1.0,Away,5.8,3.9,1.65,1.65,False,False,False,False,False,False,False,False,0.0,1.0,-1.0,48%,52%,8.0,12.0,3.0,4.0,127.0,93.0,46.0,46.0,3.0,6.0,2.0,2.0,,,7.0,9.0,7.0,3.0,,,3.0,3.0,13.0,11.0,1.0,2.0,https://www.flashscore.com/match/WUBPDCgs/#/match-summary/match-summary
laliga,Celta Vigo,Getafe,"['24' Goal_Home - Nolito(Mina S.)', '67' Yellow_Away - Suarez D.(Podcięcie)', '90+1' Yellow_Away - Chema(Nadmierna ostrość)', '90+3' Yellow_Away - Olivera M.(Niesportowe zachowanie)', '90+3' Yellow_Home - Suarez D.(Niesportowe zachowanie)']",36,12.05.2021,20:00,1.0,0.0,1.0,0.0,Home,2.85,3.05,2.88,2.85,False,False,False,False,False,False,False,False,8.0,3.0,5.0,61%,39%,4.0,13.0,1.0,4.0,102.0,122.0,19.0,87.0,1.0,5.0,2.0,4.0,26.0,24.0,1.0,5.0,2.0,3.0,16.0,30.0,4.0,0.0,16.0,18.0,1.0,3.0,https://www.flashscore.com/match/WIBSaUa4/#/match-summary/match-summary
laliga,Celta Vigo,Valencia,"['09' Yellow_Home - Beltran F.(Przytrzymywanie)', '11' Goal_Home - Aspas I.(Mendez B.)', '12' Yellow_Home - Aspas I.(Niesportowe zachowanie)', '19' Goal_Away - Duro H.', '36' Yellow_Away - Gomez M.(Nadmierna ostrość)', '51' Yellow_Away - Gaya J.(Przytrzymywanie)', '53' Goal_Away - Gomez M.(Gaya J.)', '90+6' Yellow_Home - Nolito(Niesportowe zachowanie)']",16,05.12.2021,21:00,1.0,2.0,1.0,1.0,Away,1.95,3.58,4.2,4.2,True,False,True,False,False,False,False,False,1.0,3.0,-2.0,67%,33%,11.0,8.0,5.0,5.0,135.0,84.0,66.0,36.0,3.0,2.0,3.0,1.0,22.0,10.0,6.0,4.0,0.0,0.0,29.0,29.0,3.0,4.0,10.0,22.0,3.0,2.0,https://www.flashscore.com/match/EFCLO6Wb/#/match-summary/match-summary
premier-league,Manchester Utd,Chelsea,"['11' Goal_Home - Mata J.(Shaw L.)', '43' Goal_Away - Alonso M.', '43' Yellow_Home - Herrera A.(Podcięcie)', '52' Yellow_Away - Willian(Podcięcie)', '53' Yellow_Away - Kovacic M.(Nadmierna ostrość)', '80' Yellow_Home - Rojo M.(Nadmierna ostrość)', '89' Yellow_Home - Young A.(Nadmierna ostrość)']",36,28.04.2019,17:30,1.0,1.0,1.0,1.0,Draw,2.73,3.38,2.75,3.38,False,False,True,False,False,False,False,False,2.0,3.0,-1.0,52%,48%,7.0,16.0,5.0,3.0,107.0,95.0,56.0,63.0,2.0,7.0,0.0,6.0,19.0,14.0,6.0,6.0,5.0,5.0,,,2.0,4.0,9.0,14.0,3.0,2.0,https://www.flashscore.com/match/8SG7bP5C/#/match-summary/match-summary
ligue-2,Toulouse,Grenoble,"['23' Goal_Home - Healey R.(Genreau D.)', '34' Goal_Home - Onaiwu A.(Dejaegere B.)', '45+1' Yellow_Home - Spierings S.', '47' Goal_Home - Onaiwu A.(Dejaegere B.)', '54' Yellow_Home - Desler M.', '71' Goal_Home - Ngoumou N.(Spierings S.)', '79' Goal_Away - Anani A.(Abdallah A. H.)']",8,18.09.2021,15:00,4.0,1.0,2.0,0.0,Home,1.53,4.1,6.2,1.53,True,True,False,False,True,False,False,False,0.0,0.0,0.0,63%,37%,17.0,8.0,10.0,2.0,97.0,77.0,81.0,39.0,4.0,4.0,3.0,2.0,,,4.0,2.0,3.0,1.0,,,1.0,6.0,17.0,12.0,2.0,0.0,https://www.flashscore.com/match/tlJZxp8U/#/match-summary/match-summary
ligue-1,Marsylia,Troyes,"['10' Yellow_Away - Salmier Y.(Nadmierna ostrość)', '16' Yellow_Home - Gueye P.(Podcięcie)', '17' Yellow_Away - Tardieu F.(Podcięcie)', '43' Yellow_Away - Kone Y.(Podcięcie)', '59' Yellow_Away - Rodrigues G.(Niesportowe zachowanie)', '74' Goal_Home - Lirola P.(Payet D.)']",15,28.11.2021,20:45,1.0,0.0,0.0,0.0,Home,1.46,4.7,6.7,1.46,False,False,False,False,False,False,False,False,1.0,5.0,-4.0,56%,44%,14.0,5.0,4.0,2.0,99.0,55.0,38.0,9.0,7.0,3.0,3.0,0.0,19.0,13.0,7.0,3.0,2.0,2.0,22.0,15.0,2.0,3.0,10.0,17.0,1.0,4.0,https://www.flashscore.com/match/jHLyCVL4/#/match-summary/match-summary
super-lig,Adana Demirspor,Altay,"['33' Goal_Home - Belhanda Y.(Svensson J.)', '36' Goal_Home - Akaydin S.', '39' Yellow_Away - Bamba D. K.(Nadmierna ostrość)', '39' Yellow_Home - Akgun Y.(Nadmierna ostrość)', '82' Goal_Away - Naderi M.(Gulselam C.)', '87' Goal_Home - Balotelli M.(Penalty )']",32,10.04.2022,15:00,3.0,1.0,2.0,0.0,Home,1.39,5.0,7.2,1.39,True,True,False,False,False,False,False,False,0.0,0.0,0.0,59%,41%,18.0,13.0,9.0,4.0,115.0,75.0,80.0,54.0,3.0,2.0,6.0,7.0,,,7.0,7.0,4.0,2.0,,,3.0,6.0,6.0,10.0,1.0,1.0,https://www.flashscore.com/match/8KfSiwGH/#/match-summary/match-summary
ligue-1,Montpellier,Lens,"['07' Goal_Away - Doucoure C. O.', '15' Yellow_Home - Mavididi S.(Uderzenie łokciem)', '16' Yellow_Home - Mendes P.(Nadmierna ostrość)', '18' Yellow_Home - Laborde G.(Podcięcie)', '48' Yellow_Home - Hilton(Uderzenie łokciem)', '50' Yellow_Away - Sotoca F.(Nadmierna ostrość)', '55' Yellow_Away - Banza S. B.(Uderzenie łokciem)', '67' Goal_Away - Kakuta G.(Doucoure C. O.)', '78' Goal_Home - Wahi E.(Le Tallec D.)', '83' Yellow_Away - Mauricio T.(Opóźnianie gry)', '90' Yellow_Away - Haidara M.(Podcięcie)']",22,30.01.2021,17:00,1.0,2.0,0.0,1.0,Away,3.1,3.3,2.47,2.47,True,False,False,True,False,False,False,False,4.0,3.0,1.0,55%,45%,17.0,11.0,7.0,2.0,129.0,76.0,73.0,23.0,5.0,5.0,5.0,4.0,17.0,19.0,12.0,3.0,3.0,0.0,,,0.0,6.0,15.0,17.0,4.0,4.0,https://www.flashscore.com/match/GxpOV3ih/#/match-summary/match-summary
super-lig,Kayserispor,Goztepe,"['32' Goal_Home - Parlak I.', '35' Yellow_Home - Parlak I.', '63' Yellow_Home - Carole L.', '76' Yellow_Away - Emir B.', '82' Goal_Away - Arslanagic D.(Emir B.)', '90+2' Yellow_Home - Akdag I.', '90+9' Yellow_Away - Jahovic A.', '90+9' Yellow_Home - Lung S. Jr.']",13,22.11.2021,18:00,1.0,1.0,1.0,0.0,Draw,2.56,3.3,2.58,3.3,False,False,False,False,False,False,False,False,1.0,3.0,-2.0,45%,55%,16.0,8.0,3.0,2.0,99.0,112.0,54.0,54.0,7.0,6.0,6.0,0.0,,,4.0,2.0,2.0,2.0,,,1.0,2.0,19.0,11.0,4.0,2.0,https://www.flashscore.com/match/MBODQ63b/#/match-summary/match-summary
serie-b,Cremonese,Pisa,"['06' Goal_Home - Valeri E.(Castagnetti M.)', '11' Goal_Home - Ciofani D.(Baez J.)', '12' Yellow_Away - Varnier M.', '13' Yellow_Home - Gaetano G.', '19' Goal_Away - Vido L.', '54' Yellow_Away - Mazzitelli L.', '83' Yellow_Home - Coccolo L.']",21,06.02.2021,14:00,2.0,1.0,2.0,1.0,Home,1.92,3.4,4.1,1.92,True,False,True,False,False,False,False,False,0.0,0.0,0.0,50%,50%,11.0,12.0,7.0,3.0,107.0,98.0,58.0,41.0,4.0,7.0,0.0,2.0,,,4.0,3.0,2.0,2.0,,,2.0,5.0,18.0,15.0,2.0,2.0,https://www.flashscore.com/match/d8VpwKlc/#/match-summary/match-summary
jupiler-league,Genk,Waasland-Beveren,"['10' Goal_Home - Bongonda T.', '26' Goal_Home - Onuachu P.(Bongonda T.)', '35' Goal_Home - Lucumi J.(Dewaest S.)', '36' Yellow_Away - Foulon D.', '69' Goal_Home - Berge S.(Hagi I.)', '87' Yellow_Home - Lucumi J.', '88' Goal_Away - Vukotic A.(Badibanga B.)', '90+2' Yellow_Away - Koita A.']",19,14.12.2019,20:30,4.0,1.0,3.0,0.0,Home,1.3,5.5,9.8,1.3,True,True,True,False,False,False,False,False,4.0,4.0,0.0,69%,31%,8.0,5.0,5.0,4.0,142.0,100.0,82.0,36.0,3.0,1.0,,,21.0,14.0,6.0,1.0,2.0,0.0,17.0,12.0,3.0,1.0,12.0,21.0,1.0,2.0,https://www.flashscore.com/match/veVb5pwM/#/match-summary/match-summary
serie-b,Reggina,Reggiana,"['05' Goal_Home - Montalto A.(Edera S.)', '45' Yellow_Home - Montalto A.', '45+1' Goal_Away - Kargbo A.(Laribi K.)', '87' Goal_Home - Rivas R.(Liotti D.)']",34,17.04.2021,14:00,2.0,1.0,1.0,1.0,Home,1.88,3.15,4.8,1.88,True,False,True,False,False,True,False,False,0.0,0.0,0.0,57%,43%,6.0,7.0,2.0,2.0,103.0,99.0,30.0,55.0,3.0,3.0,1.0,2.0,,,2.0,4.0,1.0,5.0,,,1.0,0.0,19.0,9.0,1.0,0.0,https://www.flashscore.com/match/UFjQa8yF/#/match-summary/match-summary
eredivisie,Willem II,Vitesse,"['10' Yellow_Away - Karavaev V.(Faul)', '15' Yellow_Home - Llonch P.(Faul)', '41' Yellow_Home - Saddiki D.(Podcięcie)', '55' Goal_Away - Grot J.(Linssen B.)', '59' Yellow_Away - Bero M.(Podcięcie)', '70' Goal_Away - Matavz T.(Linssen B.)']",2,10.08.2019,20:45,0.0,2.0,0.0,0.0,Away,2.84,3.5,2.35,2.35,False,False,False,False,False,False,False,False,3.0,1.0,2.0,57%,43%,7.0,17.0,1.0,10.0,119.0,106.0,47.0,23.0,5.0,3.0,1.0,4.0,13.0,10.0,4.0,7.0,1.0,0.0,,,8.0,1.0,10.0,12.0,2.0,2.0,https://www.flashscore.com/match/OMm7v525/#/match-summary/match-summary
ligue-1,Lyon,Reims,"['23' Yellow_Home - Lucas Paqueta(Podcięcie)', '49' Yellow_Home - Denayer J.(Nadmierna ostrość)', '53' Yellow_Away - Munetsi M.(Nadmierna ostrość)', '56' Goal_Away - Faes W.(Berisha V.)', '65' Yellow_Away - Abdelhamid Y.(Podcięcie)', '66' Goal_Home - Toko Ekambi K.(Boateng J.)', '82' Yellow_Home - Dembele M.(Uderzenie łokciem)', '90+2' Goal_Away - Ekitike H.']",16,01.12.2021,21:00,1.0,2.0,0.0,0.0,Away,1.54,4.33,6.3,6.3,True,False,False,False,False,False,False,True,,,,63%,37%,14.0,8.0,6.0,4.0,134.0,116.0,57.0,46.0,4.0,2.0,4.0,2.0,27.0,20.0,3.0,4.0,0.0,3.0,21.0,22.0,2.0,5.0,14.0,17.0,3.0,2.0,https://www.flashscore.com/match/AueEPlj4/#/match-summary/match-summary
serie-a,Venezia,Sampdoria,"['24' Goal_Away - Caputo F.(Sabiri A.)', '35' Yellow_Away - Sabiri A.(Niesportowe zachowanie)', '35' Yellow_Home - Haps R.(Niesportowe zachowanie)', '38' Goal_Away - Caputo F.', '42' Yellow_Home - Henry T.(Uderzenie łokciem)', '44' Yellow_Home - Okereke D.(Podcięcie)', '63' Yellow_Home - Busio G.(Podcięcie)', '86' Red_Card_Home - Żółta kartka / Henry T.(Niesportowe zachowanie)']",30,20.03.2022,12:30,0.0,2.0,0.0,2.0,Away,2.7,3.25,2.86,2.86,False,False,False,False,False,False,False,False,4.0,2.0,2.0,46%,54%,13.0,8.0,1.0,4.0,101.0,102.0,51.0,36.0,8.0,2.0,4.0,2.0,12.0,18.0,3.0,4.0,0.0,1.0,4.0,12.0,2.0,1.0,28.0,17.0,5.0,1.0,https://www.flashscore.com/match/vgpa3p3i/#/match-summary/match-summary
laliga,Real Sociedad,Mallorca,"['14' Yellow_Home - Munoz A.(Podcięcie)', '18' Yellow_Away - Garcia L.(Poza boiskiem, Niesportowe zachowanie)', '42' Yellow_Away - Battaglia R.(Podcięcie)', '45+1' Red_Card_Home - Żółta kartka / Munoz A.(Podcięcie)', '45+3' Yellow_Away - Rodriguez A.(Niesportowe zachowanie)', '45+3' Yellow_Home - Portu(Niesportowe zachowanie)', '85' Yellow_Away - Rodriguez D.(Podcięcie)', '90' Goal_Home - Lobete J.(Zubimendi M.)']",9,16.10.2021,21:00,1.0,0.0,0.0,0.0,Home,1.51,4.33,7.3,1.51,False,False,False,False,False,False,True,False,5.0,4.0,1.0,50%,50%,10.0,7.0,2.0,1.0,74.0,78.0,59.0,58.0,4.0,4.0,4.0,2.0,26.0,13.0,2.0,6.0,2.0,5.0,24.0,24.0,1.0,1.0,11.0,21.0,3.0,3.0,https://www.flashscore.com/match/GOrbRZRp/#/match-summary/match-summary
laliga2,Zaragoza,UD Ibiza,"['04' Yellow_Away - Gonzalez R.', '19' Yellow_Home - Gamez F.', '71' Yellow_Away - Goldar D.', '86' Yellow_Home - Petrovic R.']",1,13.08.2021,22:00,0.0,0.0,0.0,0.0,Draw,2.4,2.85,3.45,2.85,False,False,False,False,False,False,False,False,0.0,0.0,0.0,51%,49%,11.0,10.0,0.0,2.0,98.0,107.0,34.0,72.0,7.0,4.0,4.0,4.0,,,1.0,6.0,1.0,1.0,,,2.0,0.0,11.0,16.0,2.0,2.0,https://www.flashscore.com/match/jXFGqi1e/#/match-summary/match-summary
league-two,Colchester,Southend,"['30' Goal_Home - Folivi M.', '37' Goal_Home - Pell H.(Smith T.)', '49' Yellow_Home - Harriott C.', '69' Red_Card_Away - Demetriou J.', '75' Yellow_Away - White J.', '90+1' Yellow_Away - Cordner T.', '90+3' Yellow_Away - Halford G.']",43,20.04.2021,20:00,2.0,0.0,2.0,0.0,Home,2.43,3.0,3.1,2.43,False,False,False,False,False,False,False,False,0.0,0.0,0.0,45%,55%,7.0,2.0,4.0,0.0,81.0,133.0,55.0,53.0,2.0,2.0,1.0,0.0,21.0,23.0,8.0,4.0,4.0,3.0,27.0,28.0,0.0,2.0,15.0,19.0,1.0,3.0,https://www.flashscore.com/match/vTxL3VM4/#/match-summary/match-summary
league-two,Crawley,Barrow,"['57' Goal_Home - Appiah K.(Ferry W.)', '64' Yellow_Away - Kay J.', '68' Yellow_Away - Rooney J.', '86' Yellow_Away - Platt M.']",41,09.04.2022,16:00,1.0,0.0,0.0,0.0,Home,2.4,3.1,3.0,2.4,False,False,False,False,False,False,False,False,0.0,0.0,0.0,53%,47%,18.0,11.0,5.0,2.0,106.0,99.0,60.0,67.0,8.0,6.0,5.0,3.0,16.0,12.0,7.0,5.0,3.0,3.0,25.0,32.0,2.0,4.0,9.0,15.0,0.0,3.0,https://www.flashscore.com/match/pSWnPiPt/#/match-summary/match-summary
serie-a,Spezia,Venezia,"['79' Yellow_Home - Maggiore G.(Nadmierna ostrość)', '85' Yellow_Home - Manaj R.(Nadmierna ostrość)', '90+3' Yellow_Away - Okereke D.(Faul)', '90+4' Goal_Home - Gyasi E.', '90+6' Yellow_Home - Gyasi E.(Niesportowe zachowanie)']",31,02.04.2022,15:00,1.0,0.0,0.0,0.0,Home,2.28,3.25,3.5,2.28,False,False,False,False,False,False,True,False,2.0,3.0,-1.0,52%,48%,11.0,13.0,5.0,2.0,103.0,90.0,47.0,48.0,2.0,6.0,4.0,5.0,12.0,18.0,5.0,2.0,3.0,0.0,27.0,24.0,2.0,4.0,15.0,12.0,3.0,1.0,https://www.flashscore.com/match/Ei6avhW7/#/match-summary/match-summary
eredivisie,Nijmegen,Heracles,"['45+1' Yellow_Home - Tavsan E.(Nadmierna ostrość)', '81' Yellow_Away - Quagliata G.(Podcięcie)', '85' Yellow_Away - Knoester M.(Uderzenie łokciem)']",19,15.01.2022,18:45,0.0,0.0,0.0,0.0,Draw,2.68,3.25,2.73,3.25,False,False,False,False,False,False,False,False,7.0,2.0,5.0,48%,52%,13.0,12.0,1.0,2.0,91.0,142.0,26.0,66.0,7.0,6.0,5.0,4.0,14.0,7.0,3.0,10.0,1.0,2.0,13.0,28.0,2.0,1.0,7.0,12.0,1.0,2.0,https://www.flashscore.com/match/Ai708nmA/#/match-summary/match-summary
super-lig,Basaksehir,Antalyaspor,"['20' Goal_Away - Wright H.(Sinik D.)', '37' Yellow_Home - Caicara J.', '53' Yellow_Home - Sahiner O.', '60' Yellow_Home - Okaka S.']",29,14.03.2022,14:00,0.0,1.0,0.0,1.0,Away,2.05,3.15,3.9,3.9,False,False,False,False,False,False,False,False,2.0,4.0,-2.0,64%,36%,15.0,6.0,4.0,3.0,93.0,76.0,89.0,43.0,7.0,2.0,4.0,1.0,,,7.0,6.0,2.0,0.0,,,2.0,4.0,13.0,7.0,3.0,0.0,https://www.flashscore.com/match/KdBnzElF/#/match-summary/match-summary
2-bundesliga,Wurzburger Kickers,Regensburg,"['22' Goal_Home - Munsy R.(Kopacz D.)', '43' Yellow_Away - Otto D.', '48' Yellow_Away - George J.', '51' Yellow_Away - Saller B.', '54' Yellow_Away - Makridis H.', '65' Yellow_Home - Baumann D.', '75' Goal_Away - Albers A.(Wekesser E.)']",26,21.03.2021,13:30,1.0,1.0,1.0,0.0,Draw,3.0,3.25,2.53,3.25,False,False,False,False,False,False,False,False,0.0,0.0,0.0,49%,51%,6.0,20.0,4.0,7.0,96.0,121.0,48.0,51.0,2.0,13.0,,,18.0,15.0,3.0,9.0,0.0,2.0,24.0,26.0,6.0,3.0,15.0,16.0,1.0,4.0,https://www.flashscore.com/match/Ikj4qxfq/#/match-summary/match-summary
championship,Nottingham,Brentford,"['15' Goal_Away - Dalsgaard H.(Jensen M.)', '61' Yellow_Home - Figueiredo T.', '64' Yellow_Away - Toney I.', '64' Yellow_Home - Samba B.', '79' Yellow_Home - Knockaert A.', '82' Yellow_Away - Raya D.', '83' Goal_Away - Dasilva J.(Canos S.)', '88' Goal_Away - Toney I.(Janelt V.)', '90+1' Goal_Home - Worrall J.(Knockaert A.)', '90+1' Yellow_Away - Janelt V.', '90+4' Red_Card_Home - Żółta kartka / Knockaert A.']",18,12.12.2020,16:00,1.0,3.0,0.0,1.0,Away,3.65,3.25,2.1,2.1,True,True,False,True,False,False,True,False,5.0,4.0,1.0,50%,50%,12.0,10.0,6.0,6.0,97.0,87.0,65.0,27.0,3.0,3.0,3.0,1.0,,,6.0,6.0,7.0,1.0,,,3.0,5.0,14.0,14.0,4.0,3.0,https://www.flashscore.com/match/fHrRtEoQ/#/match-summary/match-summary
premier-league,West Brom,Aston Villa,"['05' Goal_Away - El-Ghazi A.(Traore B.)', '36' Red_Card_Home - PodcięcieLivermore J.(Podcięcie)', '40' Yellow_Away - Hause K.(Nadmierna ostrość)', '62' Yellow_Home - Grant K.(Podcięcie)', '66' Yellow_Away - Mings T.(Nadmierna ostrość)', '72' Var_Away', '84' Goal_Away - Traore B.(Grealish J.)', '88' Goal_Away - El-Ghazi A.(Penalty )']",14,20.12.2020,20:15,0.0,3.0,0.0,1.0,Away,4.55,4.15,1.77,1.77,True,False,False,True,False,False,False,False,5.0,4.0,1.0,33%,67%,1.0,19.0,1.0,10.0,81.0,141.0,20.0,84.0,0.0,6.0,0.0,3.0,12.0,14.0,1.0,7.0,1.0,4.0,,,7.0,1.0,14.0,8.0,1.0,2.0,https://www.flashscore.com/match/nTQczvv4/#/match-summary/match-summary
super-lig,Antalyaspor,Besiktas,"['29' Yellow_Home - Sari V.', '36' Yellow_Home - Boffin R.', '40' Goal_Home - Bayrakdar G.(Albayrak E.)', '64' Yellow_Away - Mensah B.', '70' Red_Card_Home - Żółta kartka / Sari V.', '73' Goal_Away - Vida D.(Ghezzal R.)', '90+1' Yellow_Home - Naldo']",23,03.02.2021,17:00,1.0,1.0,1.0,0.0,Draw,4.25,3.75,1.78,3.75,False,False,False,False,False,False,False,False,4.0,5.0,-1.0,32%,68%,2.0,17.0,1.0,8.0,65.0,102.0,27.0,98.0,0.0,7.0,1.0,2.0,,,3.0,7.0,2.0,2.0,,,7.0,0.0,9.0,10.0,4.0,1.0,https://www.flashscore.com/match/8SUv2Xe4/#/match-summary/match-summary
premier-league,Everton,Manchester City,"['28' Yellow_Home - Doucoure A.(Faul)', '32' Goal_Away - Foden P.', '37' Goal_Home - Richarlison', '45' Yellow_Home - Richarlison(Niesportowe zachowanie)', '63' Goal_Away - Mahrez R.(Silva B.)', '67' Yellow_Away - Sterling R.(Nadmierna ostrość)', '77' Goal_Away - Silva B.(Gabriel Jesus)']",16,17.02.2021,21:15,1.0,3.0,1.0,1.0,Away,10.5,5.4,1.34,1.34,True,True,False,False,False,False,False,False,2.0,2.0,0.0,30%,70%,3.0,16.0,2.0,7.0,72.0,154.0,19.0,78.0,1.0,4.0,0.0,5.0,8.0,8.0,0.0,10.0,0.0,0.0,,,4.0,1.0,8.0,8.0,2.0,1.0,https://www.flashscore.com/match/OlvMm9VH/#/match-summary/match-summary
bundesliga,Bayer Leverkusen,Bayern Monachium,"['04' Goal_Away - Lewandowski R.(Upamecano D.)', '30' Goal_Away - Lewandowski R.(Davies A.)', '34' Goal_Away - Mueller T.(Sule N.)', '35' Goal_Away - Gnabry S.(Mueller T.)', '37' Goal_Away - Gnabry S.(Goretzka L.)', '55' Goal_Home - Schick P.(Wirtz F.)']",8,17.10.2021,15:30,1.0,5.0,0.0,5.0,Away,4.5,4.65,1.7,1.7,True,True,False,True,False,False,False,False,3.0,2.0,1.0,44%,56%,7.0,27.0,4.0,11.0,70.0,150.0,32.0,77.0,3.0,16.0,,,10.0,9.0,4.0,7.0,1.0,1.0,9.0,9.0,6.0,3.0,9.0,9.0,,,https://www.flashscore.com/match/YVDSrPmR/#/match-summary/match-summary
