League,Home,Away,INC,Round,Date,Time,H_Score,A_Score,HT_H_Score,HT_A_Score,WIN,H_BET,X_BET,A_BET,WIN_BET,OVER_2.5,OVER_3.5,H_15,A_15,H_45_50,A_45_50,H_90,A_90,H_Missing_Players,A_Missing_Players,Missing_Players,H_Ball_Possession,A_Ball_Possession,H_Goal_Attempts,A_Goal_Attempts,H_Shots_on_Goal,A_Shots_on_Goal,H_Attacks,A_Attacks,H_Dangerous_Attacks,A_Dangerous_Attacks,H_Shots_off_Goal,A_Shots_off_Goal,H_Blocked_Shots,A_Blocked_Shots,H_Free_Kicks,A_Free_Kicks,H_Corner_Kicks,A_Corner_Kicks,H_Offsides,A_Offsides,H_Throw_in,A_Throw_in,H_Goalkeeper_Saves,A_Goalkeeper_Saves,H_Fouls,A_Fouls,H_Yellow_Cards,A_Yellow_Cards,Game Link
ligue-2,Valenciennes,Dunkerque,"['02' Yellow_Home - Ntim E.', '03' Goal_Away - Penalty Rocheteau K.(Penalty )', '07' Yellow_Away - Dudouit E.', '27' Yellow_Home - Yatabare S.', '41' Goal_Away - Segbe Azankpo D.(Rocheteau K.)', '45+1' Yellow_Away - Kikonda M.', '47' Goal_Away - Rocheteau K.(Dudouit E.)', '54' Goal_Home - Hamache I.(Kaba M.)', '74' Yellow_Away - Kerrouche R.', '74' Yellow_Home - Kaba M.', '78' Yellow_Away - Pierre L.']",12,16.10.2021,19:00,1.0,3.0,0.0,2.0,Away,2.06,3.2,3.8,3.8,True,True,False,True,False,True,False,False,0.0,0.0,0.0,71%,29%,17.0,8.0,3.0,6.0,135.0,69.0,67.0,10.0,10.0,2.0,4.0,0.0,,,9.0,2.0,2.0,1.0,,,3.0,2.0,16.0,20.0,3.0,4.0,https://www.flashscore.com/match/SUUJxp03/#/match-summary/match-summary
fortuna-1-liga,Chrobry Głogów,Podbeskidzie B-B,"['08' Yellow_Away - Modelski F.', '50' Yellow_Home - Gora L.', '51' Goal_Away - Penalty Sierpina L.(Penalty )', '52' Own_Home - Osyra K.()', '71' Yellow_Away - Bashlay D.', '78' Yellow_Home - Stolc P.', '82' Yellow_Home - Kubica K.']",17,10.11.2019,12:40,1.0,1.0,0.0,0.0,Draw,3.75,3.35,2.08,3.35,False,False,False,False,False,False,False,False,0.0,0.0,0.0,42%,58%,3.0,16.0,1.0,2.0,62.0,87.0,22.0,41.0,2.0,14.0,0.0,0.0,17.0,15.0,2.0,10.0,0.0,0.0,,,1.0,0.0,16.0,17.0,3.0,2.0,https://www.flashscore.com/match/nDOOnlx9/#/match-summary/match-summary
league-two,Swindon,Forest Green,"['13' Yellow_Away - Godwin-Malife U.', '15' Goal_Home - Barry L.(McKirdy H.)', '36' Yellow_Home - Iandolo E.', '40' Goal_Home - Payne J.(Barry L.)', '53' Red_Card_Home - Żółta kartka / Iandolo E.', '53' Yellow_Home - Williams J.', '59' Yellow_Away - Adams E.', '63' Yellow_Away - March J.', '69' Goal_Away - March J.', '82' Yellow_Away - Young J.', '85' Yellow_Home - McKirdy H.', '90+2' Yellow_Home - Payne J.']",39,26.04.2022,20:45,2.0,1.0,2.0,0.0,Home,2.31,3.3,3.0,2.31,True,False,True,False,False,False,False,False,0.0,0.0,0.0,36%,64%,7.0,19.0,3.0,6.0,60.0,106.0,21.0,65.0,3.0,8.0,1.0,5.0,13.0,12.0,3.0,8.0,1.0,1.0,18.0,29.0,5.0,1.0,17.0,15.0,5.0,4.0,https://www.flashscore.com/match/zyxxpSp2/#/match-summary/match-summary
laliga,Real Sociedad,Granada,"['04' Yellow_Home - Munoz A.(Nadmierna ostrość)', '07' Yellow_Away - Fernandez C.(Nadmierna ostrość)', '21' Goal_Away - Puertas A.(Duarte D.)', '39' Yellow_Away - Soldado R.(Przytrzymywanie)', '43' Goal_Away - Soldado R.', '47' Goal_Home - Merino M.', '67' Yellow_Home - Elustondo A.(Podcięcie)', '83' Goal_Home - Oyarzabal M.(Djouahra N.)', '88' Goal_Away - Duarte D.(Machis D.)', '88' Yellow_Away - Puertas A.(Niesportowe zachowanie)']",35,10.07.2020,19:30,2.0,3.0,0.0,2.0,Away,1.81,3.6,5.0,5.0,True,True,False,False,True,False,False,False,5.0,4.0,1.0,68%,32%,19.0,4.0,5.0,3.0,136.0,88.0,82.0,28.0,8.0,0.0,6.0,1.0,14.0,15.0,8.0,3.0,3.0,1.0,,,0.0,3.0,12.0,13.0,2.0,3.0,https://www.flashscore.com/match/QaF04Hbg/#/match-summary/match-summary
serie-a,Genoa,Juventus,"['03' Yellow_Home - Romero C.(Podcięcie)', '06' Yellow_Away - Alex Sandro(Podcięcie)', '23' Yellow_Away - Caceres M.(Podcięcie)', '56' Var_Away', '72' Goal_Home - Sturaro S.(Pandev G.)', '81' Goal_Home - Pandev G.(Kouame C.)', '82' Yellow_Home - Pandev G.(Niesportowe zachowanie)', '85' Yellow_Away - Can E.(Nadmierna ostrość)']",28,17.03.2019,12:30,2.0,0.0,0.0,0.0,Home,5.5,3.45,1.8,5.5,False,False,False,False,False,False,False,False,2.0,6.0,-4.0,43%,57%,10.0,3.0,5.0,0.0,100.0,102.0,44.0,61.0,5.0,3.0,,,13.0,14.0,6.0,6.0,3.0,1.0,20.0,21.0,0.0,3.0,12.0,11.0,2.0,3.0,https://www.flashscore.com/match/ObsVrY4o/#/match-summary/match-summary
eredivisie,Twente,Utrecht,"['22' Goal_Home - Cantalapiedra A.(Penalty )', '35' Yellow_Away - Maher A.(Podcięcie)', '39' Yellow_Home - Vuckic H.(Uderzenie łokciem)', '59' Goal_Away - Dalmau A.', '68' Goal_Home - Vuckic H.(Verdonk C.)', '90+3' Goal_Home - Cantalapiedra A.(Penalty )', '90+3' Red_Card_Away - PrzytrzymywanieGuwara L.(Przytrzymywanie)']",5,01.09.2019,12:15,3.0,1.0,1.0,0.0,Home,4.15,4.2,1.74,4.15,True,True,False,False,False,False,True,False,3.0,2.0,1.0,45%,55%,10.0,13.0,4.0,3.0,77.0,130.0,27.0,69.0,4.0,6.0,2.0,4.0,10.0,12.0,1.0,7.0,0.0,2.0,,,2.0,1.0,12.0,9.0,1.0,1.0,https://www.flashscore.com/match/0px75Y6L/#/match-summary/match-summary
super-lig,Hatayspor,Goztepe,"['30' Goal_Away - Jahovic A.(Nukan A.)', '38' Goal_Away - Jahovic A.(Gassama L.)', '56' Yellow_Away - Nukan A.', '57' Yellow_Away - Ozturk A.', '64' Goal_Home - Diouf M.(Traore A.)', '78' Goal_Away - Jahovic A.', '81' Yellow_Away - Esiti A.', '85' Yellow_Away - Egribayat I.', '90' Goal_Home - Diouf M.(Mert M.)', '90+5' Yellow_Home - Akintola B.', '90+7' Yellow_Home - Kamara M.']",34,10.04.2021,12:30,2.0,3.0,0.0,2.0,Away,1.95,3.4,3.9,3.9,True,True,False,False,False,False,True,False,2.0,1.0,1.0,60%,40%,16.0,16.0,3.0,7.0,138.0,94.0,90.0,60.0,10.0,8.0,3.0,1.0,,,5.0,2.0,4.0,3.0,,,4.0,1.0,8.0,15.0,2.0,4.0,https://www.flashscore.com/match/8KKxKKZu/#/match-summary/match-summary
serie-b,Spal,Entella,['13' Yellow_Away - Koutsoupias I.'],28,12.03.2021,21:00,0.0,0.0,0.0,0.0,Draw,1.78,3.25,5.1,3.25,False,False,False,False,False,False,False,False,0.0,0.0,0.0,62%,38%,22.0,6.0,3.0,1.0,127.0,79.0,92.0,39.0,10.0,3.0,9.0,2.0,,,10.0,3.0,6.0,1.0,,,1.0,3.0,10.0,13.0,0.0,1.0,https://www.flashscore.com/match/IFD4TOwM/#/match-summary/match-summary
eredivisie,Feyenoord,Waalwijk,"['37' Goal_Home - Jorgensen N.(Berghuis S.)', '43' Goal_Home - Toornstra J.', '49' Goal_Home - Berghuis S.(Sinisterra L.)']",34,16.05.2021,14:30,3.0,0.0,2.0,0.0,Home,1.31,6.0,9.0,1.31,True,False,False,False,True,False,False,False,3.0,1.0,2.0,74%,26%,14.0,3.0,6.0,1.0,70.0,47.0,37.0,12.0,4.0,1.0,4.0,1.0,8.0,9.0,6.0,0.0,2.0,3.0,,,1.0,3.0,7.0,5.0,,,https://www.flashscore.com/match/GAkmnxB6/#/match-summary/match-summary
premier-league,Manchester Utd,Watford,[],27,26.02.2022,16:00,0.0,0.0,0.0,0.0,Draw,1.38,5.55,8.1,5.55,False,False,False,False,False,False,False,False,3.0,2.0,1.0,67%,33%,22.0,10.0,3.0,2.0,139.0,95.0,98.0,23.0,12.0,5.0,7.0,3.0,9.0,4.0,4.0,3.0,2.0,2.0,28.0,14.0,2.0,3.0,2.0,7.0,,,https://www.flashscore.com/match/GCrrnRy8/#/match-summary/match-summary
serie-a,Empoli,AS Roma,"['24' Goal_Away - Abraham T.(Oliveira S.)', '33' Goal_Away - Abraham T.', '35' Goal_Away - Oliveira S.(Zaniolo N.)', '37' Goal_Away - Zaniolo N.(Mkhitaryan H.)', '52' Yellow_Away - Mancini G.(Nadmierna ostrość)', '55' Goal_Home - Pinamonti A.(Bandinelli F.)', '63' Yellow_Home - Tonelli L.(Nadmierna ostrość)', '72' Goal_Home - Bajrami N.(Henderson L.)', '83' Yellow_Home - Benassi M.(Podcięcie)', '85' Yellow_Away - Cristante B.(Nadmierna ostrość)']",23,23.01.2022,18:00,2.0,4.0,0.0,4.0,Away,3.95,4.05,1.9,1.9,True,True,False,False,False,False,False,False,6.0,4.0,2.0,58%,42%,16.0,16.0,7.0,8.0,128.0,67.0,49.0,24.0,6.0,5.0,3.0,3.0,15.0,14.0,2.0,3.0,0.0,1.0,,,4.0,5.0,13.0,14.0,2.0,2.0,https://www.flashscore.com/match/MuMofCkc/#/match-summary/match-summary
fortuna-1-liga,Resovia Rzeszów,Widzew Łódź,"['22' Yellow_Home - Soljic J.', '30' Goal_Home - Komor A.', '51' Yellow_Away - Tanzyna D.', '59' Yellow_Home - Mikulec R.']",15,30.10.2021,18:00,1.0,0.0,1.0,0.0,Home,3.1,3.3,2.4,3.1,False,False,False,False,False,False,False,False,0.0,0.0,0.0,34%,66%,9.0,8.0,4.0,1.0,63.0,115.0,33.0,79.0,3.0,2.0,2.0,5.0,21.0,24.0,1.0,6.0,5.0,0.0,,,1.0,3.0,19.0,20.0,2.0,1.0,https://www.flashscore.com/match/ADjQtIrU/#/match-summary/match-summary
ligue-2,Valenciennes,Troyes,"['13' Goal_Home - Guillaume B.(Cabral K.)', '17' Yellow_Away - Mambo Muzalijoma S.', '34' Yellow_Away - Mutombo G.', '45+3' Yellow_Home - Vandenabeele E.', '64' Goal_Away - Penalty Touzghar Y.(Penalty )', '68' Yellow_Away - Chambost D.', '71' Goal_Away - Gory A.(Dingome T.)', '83' Yellow_Away - Saint-Louis D.', '90+1' Goal_Home - Vandenabeele E.(Cuffaut J.)']",26,20.02.2021,15:00,2.0,2.0,1.0,0.0,Draw,4.6,3.5,1.78,3.5,True,True,True,False,False,False,True,False,0.0,0.0,0.0,41%,59%,12.0,11.0,5.0,4.0,101.0,97.0,59.0,63.0,5.0,4.0,2.0,3.0,,,4.0,5.0,3.0,1.0,,,2.0,3.0,12.0,24.0,1.0,4.0,https://www.flashscore.com/match/hMLIIiPI/#/match-summary/match-summary
jupiler-league,Waregem,St. Truiden,"['07' Goal_Home - Berahino S.(Marcq D.)', '11' Yellow_Home - Pletinckx E.', '33' Goal_Away - De Bruyn A.(Botaka J.)', '44' Goal_Home - Govea O.', '49' Goal_Home - Govea O.(Berahino S.)', '55' Goal_Home - Penalty de Fauw D.(Penalty )', '65' Yellow_Home - Burki M.', '68' Yellow_Away - Sankhon I.', '90+2' Goal_Home - Sissako A.(Bruno G.)']",19,14.12.2019,20:00,5.0,1.0,2.0,1.0,Home,1.65,4.4,4.7,1.65,True,True,True,False,True,False,True,False,3.0,4.0,-1.0,63%,37%,21.0,3.0,13.0,2.0,86.0,69.0,50.0,24.0,8.0,1.0,,,13.0,13.0,7.0,3.0,1.0,2.0,13.0,12.0,1.0,8.0,12.0,12.0,2.0,1.0,https://www.flashscore.com/match/SKFYbrGk/#/match-summary/match-summary
fortuna-1-liga,Zagłębie Sosnowiec,Korona Kielce,"['01' Goal_Away - Dlugosz W.', '12' Yellow_Home - Maia M.', '30' Goal_Away - Dlugosz W.', '59' Goal_Home - Malecki P.', '65' Yellow_Home - Gojny D.', '66' Penalty_Missed_Away - Thiakane E.()', '67' Yellow_Away - Thiakane E.', '68' Yellow_Home - Szwed M.', '71' Yellow_Home - Ryndak D.', '72' Goal_Away - Kiełb J.', '73' Yellow_Away - Szarek P.']",11,07.11.2020,17:00,1.0,3.0,0.0,2.0,Away,2.22,3.3,3.45,3.45,True,True,False,True,False,False,False,False,0.0,0.0,0.0,54%,46%,6.0,17.0,2.0,7.0,79.0,64.0,59.0,35.0,1.0,7.0,3.0,3.0,26.0,22.0,6.0,3.0,3.0,1.0,,,4.0,1.0,19.0,25.0,4.0,2.0,https://www.flashscore.com/match/8vsM63g5/#/match-summary/match-summary
league-one,Shrewsbury,Crewe,"['03' Yellow_Away - Adebisi R.', '19' Goal_Home - Cosgrove S.', '35' Yellow_Home - Pennington M.', '36' Yellow_Away - Murphy L.', '44' Goal_Away - Mandron M.(Kashket S.)', '57' Yellow_Home - Ebanks-Landell E.', '67' Yellow_Home - Pierre A.', '71' Yellow_Away - Robertson S.', '87' Yellow_Away - Ramsay K.', '90+7' Yellow_Home - Udoh D.', '90+9' Yellow_Away - Daniels D.']",7,11.09.2021,16:00,1.0,1.0,1.0,1.0,Draw,2.37,3.05,3.05,3.05,False,False,False,False,False,False,False,False,0.0,0.0,0.0,44%,56%,12.0,18.0,5.0,6.0,101.0,92.0,46.0,43.0,4.0,6.0,3.0,6.0,8.0,19.0,5.0,8.0,3.0,1.0,19.0,19.0,5.0,4.0,16.0,9.0,4.0,5.0,https://www.flashscore.com/match/SKeqFsLF/#/match-summary/match-summary
eredivisie,Zwolle,Willem II,"['45+2' Yellow_Home - Leemans C.(Podcięcie)', '45+3' Yellow_Away - Tresor Ndayishimiye M.(Przytrzymywanie)', '84' Yellow_Home - Saymak M.(Podcięcie)', '85' Red_Card_Home - Żółta kartka / Saymak M.(Podcięcie)', '86' Var_Away']",6,24.10.2020,20:00,0.0,0.0,0.0,0.0,Draw,2.72,3.55,2.57,3.55,False,False,False,False,False,False,False,False,1.0,3.0,-2.0,60%,40%,19.0,13.0,4.0,3.0,113.0,92.0,45.0,29.0,8.0,9.0,7.0,1.0,12.0,13.0,9.0,3.0,1.0,2.0,,,3.0,4.0,12.0,10.0,3.0,1.0,https://www.flashscore.com/match/2uuyeN07/#/match-summary/match-summary
laliga2,R. Sociedad B,Alcorcon,"['05' Goal_Home - Alkain X.(Navarro R.)', '10' Penalty_Missed_Home - Karrikaburu J.()', '11' Goal_Away - Jimenez Xisco(Borja)', '18' Goal_Home - Alkain X.(Karrikaburu J.)', '28' Yellow_Home - Sola A.', '30' Red_Card_Home - Zubiaurre A.', '38' Yellow_Away - Jose Angel', '40' Red_Card_Home - Żółta kartka / Sola A.', '41' Goal_Away - Jimenez Xisco', '44' Yellow_Away - Olabe R.', '53' Goal_Away - Borja(Mula A.)', '63' Goal_Away - Zarfino G.(Borja)', '67' Yellow_Away - Zarfino G.', '77' Yellow_Home - Lobete J.']",34,02.04.2022,16:00,2.0,4.0,2.0,2.0,Away,1.94,3.35,4.3,4.3,True,True,True,True,False,False,False,False,0.0,0.0,0.0,28%,72%,10.0,18.0,5.0,10.0,64.0,103.0,26.0,46.0,3.0,7.0,2.0,1.0,22.0,8.0,1.0,2.0,0.0,6.0,9.0,11.0,6.0,3.0,8.0,19.0,3.0,3.0,https://www.flashscore.com/match/EDXzeFXp/#/match-summary/match-summary
bundesliga,VfL Wolfsburg,VfB Stuttgart,"['20' Yellow_Away - Gonzalez N.(Podcięcie)', '48' Yellow_Away - Anton W.(Nadmierna ostrość)', '49' Goal_Home - Brekalo J.', '76' Yellow_Home - Steffen R.(Faul)', '86' Yellow_Away - Mangala O.(Nadmierna ostrość)', '90+2' Yellow_Home - Gerhardt Y.(Faul)']",13,20.12.2020,18:00,1.0,0.0,0.0,0.0,Home,2.55,3.6,2.45,2.55,False,False,False,False,True,False,False,False,7.0,5.0,2.0,50%,50%,13.0,9.0,4.0,1.0,92.0,105.0,49.0,57.0,9.0,8.0,,,10.0,15.0,4.0,6.0,0.0,3.0,22.0,25.0,1.0,3.0,15.0,7.0,2.0,3.0,https://www.flashscore.com/match/n3DorA8F/#/match-summary/match-summary
bundesliga,SC Freiburg,1. FSV Mainz 05,"['07' Yellow_Away - Stach A.(Podcięcie)', '31' Goal_Away - Hack A.', '69' Goal_Home - Petersen N.(Hofler N.)', '76' Yellow_Away - Kohr D.(Faul)']",22,12.02.2022,15:30,1.0,1.0,0.0,1.0,Draw,2.14,3.38,3.65,3.38,False,False,False,False,False,False,False,False,1.0,2.0,-1.0,59%,41%,16.0,20.0,5.0,5.0,119.0,104.0,48.0,49.0,11.0,15.0,,,19.0,13.0,7.0,3.0,0.0,3.0,17.0,21.0,4.0,4.0,14.0,15.0,0.0,2.0,https://www.flashscore.com/match/EgPhHhTt/#/match-summary/match-summary
super-lig,Erzurum BB,Hatayspor,"['17' Yellow_Home - Boumal P.', '20' Yellow_Away - Aabid R.', '20' Yellow_Home - Gomes R.', '23' Goal_Away - Katranis A.(Aabid R.)', '35' Yellow_Away - Boupendza A.', '37' Var_Home', '45+3' Goal_Away - Penalty Diouf M.(Penalty )', '48' Red_Card_Home - Szumski J.', '50' Goal_Away - Boupendza A.', '90+1' Yellow_Home - Rashani E.', '90+3' Goal_Home - Karakullukcu O.']",26,21.02.2021,11:30,1.0,3.0,0.0,2.0,Away,2.77,3.3,2.5,2.5,True,True,False,False,False,True,True,False,2.0,1.0,1.0,46%,54%,15.0,10.0,5.0,7.0,84.0,95.0,64.0,60.0,2.0,3.0,8.0,0.0,,,3.0,7.0,1.0,1.0,,,4.0,4.0,15.0,16.0,3.0,2.0,https://www.flashscore.com/match/IaFGKx80/#/match-summary/match-summary
serie-a,Bologna,Lazio,"['14' Goal_Home - Barrow M.(Theate A.)', '17' Goal_Home - Theate A.(Barrow M.)', '52' Yellow_Away - Milinkovic-Savic S.(Przytrzymywanie)', '53' Yellow_Home - Soumaoro A.(Nadmierna ostrość)', '66' Yellow_Away - Pedro(Nadmierna ostrość)', '68' Goal_Home - Hickey A.(Barrow M.)', '75' Yellow_Away - Lazzari M.(Podcięcie)', '76' Red_Card_Away - Acerbi F.(Niesportowe zachowanie)', '76' Yellow_Away - Acerbi F.(Niesportowe zachowanie)', '90+2' Yellow_Away - Luiz Felipe(Nadmierna ostrość)', '90+5' Yellow_Home - FaulDe Silvestri L.(Faul)']",7,03.10.2021,12:30,3.0,0.0,2.0,0.0,Home,3.2,3.5,2.3,3.2,True,False,True,False,False,False,False,False,2.0,3.0,-1.0,44%,56%,10.0,8.0,3.0,4.0,87.0,143.0,29.0,64.0,6.0,2.0,1.0,2.0,16.0,6.0,3.0,3.0,1.0,0.0,,,4.0,0.0,5.0,16.0,2.0,5.0,https://www.flashscore.com/match/pxvK3zVF/#/match-summary/match-summary
championship,Millwall,Blackpool,"['14' Red_Card_Away - Connolly C.', '27' Yellow_Away - Dougall K.', '50' Yellow_Home - Mitchell B.', '57' Goal_Away - Lavery S.', '62' Yellow_Away - Yates J.', '62' Yellow_Home - Saville G.', '63' Goal_Home - Wallace J.', '69' Yellow_Home - Malone S.', '74' Yellow_Away - Anderson K.', '74' Yellow_Home - Kieftenbeld M.', '90' Goal_Home - Cooper J.(Wallace J.)']",5,28.08.2021,16:00,2.0,1.0,0.0,0.0,Home,1.86,3.5,4.6,1.86,True,False,False,False,False,False,True,False,4.0,4.0,0.0,69%,31%,18.0,10.0,7.0,3.0,165.0,71.0,78.0,20.0,6.0,5.0,5.0,2.0,5.0,9.0,14.0,0.0,2.0,0.0,25.0,22.0,2.0,5.0,8.0,7.0,4.0,3.0,https://www.flashscore.com/match/pEmSeXm5/#/match-summary/match-summary
league-two,Leyton Orient,Forest Green,"['45+3' Yellow_Away - Adams E.', '62' Yellow_Home - Pratley D.', '68' Goal_Away - Stevens M.(Stevenson B.)', '76' Goal_Home - Sotiriou R.(Kemp D.)']",13,19.10.2021,20:45,1.0,1.0,0.0,0.0,Draw,2.75,2.95,2.65,2.95,False,False,False,False,False,False,False,False,0.0,0.0,0.0,53%,47%,13.0,6.0,2.0,3.0,105.0,96.0,35.0,42.0,9.0,2.0,2.0,1.0,11.0,12.0,2.0,6.0,0.0,2.0,27.0,26.0,2.0,1.0,14.0,9.0,1.0,1.0,https://www.flashscore.com/match/Qy7bUIc7/#/match-summary/match-summary
laliga,Elche,Villarreal,"['10' Yellow_Home - Verdu G.(Nadmierna ostrość)', '78' Goal_Home - Boye L.(Gumbau G.)', '81' Yellow_Away - Parejo D.(Faul)', '87' Yellow_Home - Mojica J.(Nadmierna ostrość)', '90+3' Yellow_Away - Capoue E.(Podcięcie)', '90+3' Yellow_Home - Gonzalez D.(Niesportowe zachowanie)', '90+4' Yellow_Away - Iborra V.(Niesportowe zachowanie)', '90+4' Yellow_Home - Milla P.(Niesportowe zachowanie)']",21,16.01.2022,14:00,1.0,0.0,0.0,0.0,Home,5.3,4.0,1.67,5.3,False,False,False,False,False,False,False,False,4.0,7.0,-3.0,49%,51%,5.0,9.0,2.0,4.0,94.0,92.0,23.0,34.0,3.0,2.0,0.0,3.0,20.0,16.0,3.0,8.0,4.0,5.0,20.0,32.0,4.0,1.0,12.0,15.0,4.0,3.0,https://www.flashscore.com/match/f9YEBiXL/#/match-summary/match-summary
ligue-2,Grenoble,Niort,"['19' Yellow_Home - Monfray A.', '20' Goal_Away - Penalty Ba P. I.(Penalty )', '32' Yellow_Away - Doukansy B.', '44' Yellow_Home - Mombris J.', '84' Goal_Home - Djitte M. K.', '90+2' Yellow_Home - Abdallah A. H.']",27,27.02.2021,19:00,1.0,1.0,0.0,1.0,Draw,2.1,3.3,3.5,3.3,False,False,False,False,False,False,False,False,0.0,0.0,0.0,63%,37%,14.0,5.0,4.0,2.0,102.0,102.0,79.0,58.0,6.0,3.0,4.0,0.0,,,6.0,2.0,3.0,1.0,,,1.0,3.0,16.0,7.0,3.0,1.0,https://www.flashscore.com/match/jX5wIuj5/#/match-summary/match-summary
serie-b,Cittadella,Cosenza,"['16' Goal_Away - Caso G.(Hristov A.)', '18' Yellow_Home - Mattioli A.', '33' Yellow_Away - Vaisanen S.', '34' Yellow_Away - Liotti D.', '37' Yellow_Away - Rigione M.', '41' Goal_Home - Okwonkwo O.(Beretta G.)', '64' Yellow_Away - Palmiero L.', '64' Yellow_Home - Antonucci M.', '65' Yellow_Home - Donnarumma D.', '80' Red_Card_Home - Kastrati E.']",19,30.01.2022,14:30,1.0,1.0,1.0,1.0,Draw,1.68,3.7,5.2,3.7,False,False,False,False,False,False,False,False,0.0,0.0,0.0,62%,38%,14.0,12.0,6.0,5.0,152.0,83.0,53.0,42.0,3.0,5.0,5.0,2.0,,,7.0,4.0,3.0,3.0,,,4.0,5.0,18.0,14.0,3.0,4.0,https://www.flashscore.com/match/4xsqeId3/#/match-summary/match-summary
premier-league,Wolves,Liverpool,"['26' Yellow_Home - Dendoncker L.(Podcięcie)', '62' Yellow_Away - Fabinho(Podcięcie)', '66' Yellow_Away - Robertson A.(Nadmierna ostrość)', '88' Yellow_Home - Jimenez R.(Niesportowe zachowanie)', '90+4' Goal_Away - Origi D.(Salah M.)']",15,04.12.2021,16:00,0.0,1.0,0.0,0.0,Away,7.2,4.7,1.45,1.45,False,False,False,False,False,False,False,True,5.0,5.0,0.0,33%,67%,3.0,17.0,1.0,5.0,47.0,155.0,23.0,71.0,2.0,8.0,0.0,4.0,8.0,12.0,2.0,8.0,7.0,1.0,23.0,23.0,4.0,1.0,4.0,7.0,2.0,2.0,https://www.flashscore.com/match/pC6HJVwc/#/match-summary/match-summary
2-bundesliga,Regensburg,Karlsruher,"['14' Goal_Away - Wanitzek M.(Lorenz M.)', '51' Goal_Away - Thiede M.(Gordon D.)', '55' Yellow_Away - Kobald C.', '56' Goal_Home - Penalty Albers A.(Penalty )', '57' Yellow_Away - Gordon D.', '58' Goal_Home - Gimber B.(Elvedi J.)', '64' Yellow_Away - Thiede M.', '79' Yellow_Home - Saller B.']",9,02.10.2021,13:30,2.0,2.0,0.0,1.0,Draw,2.3,3.35,3.15,3.35,True,True,False,True,False,False,False,False,0.0,0.0,0.0,47%,53%,15.0,14.0,6.0,4.0,90.0,131.0,38.0,59.0,9.0,10.0,,,10.0,16.0,0.0,5.0,1.0,1.0,33.0,29.0,2.0,4.0,16.0,12.0,1.0,3.0,https://www.flashscore.com/match/COc2jE0c/#/match-summary/match-summary
eredivisie,Sittard,Twente,"['33' Yellow_Away - van Wolfswinkel R.(Uderzenie łokciem)', '33' Yellow_Home - Seuntjens M.(Niesportowe zachowanie)', '35' Goal_Away - van Wolfswinkel R.(Menig Q.)', '60' Goal_Home - Seuntjens M.(Lake T.)', '72' Yellow_Home - Duarte D.(Podcięcie)', '80' Goal_Home - Lake T.(Tekie T.)', '80' Yellow_Away - Menig Q.(Niesportowe zachowanie)']",1,14.08.2021,20:00,2.0,1.0,0.0,1.0,Home,2.95,3.5,2.4,2.95,True,False,False,False,False,False,False,False,3.0,3.0,0.0,49%,51%,6.0,13.0,4.0,1.0,88.0,118.0,52.0,45.0,1.0,8.0,1.0,4.0,9.0,11.0,8.0,5.0,1.0,0.0,12.0,15.0,0.0,2.0,10.0,10.0,2.0,2.0,https://www.flashscore.com/match/27ob9JEK/#/match-summary/match-summary
championship,Sheffield Utd,Birmingham,"['19' Goal_Away - Colin M.(Bela J.)', '42' Yellow_Away - Pedersen K.', '66' Yellow_Away - Woods R.', '71' Yellow_Home - Brewster R.', '77' Yellow_Away - Leko J.', '79' Yellow_Away - Colin M.', '85' Yellow_Away - Familia-Castillo J.', '90' Yellow_Away - Gardner G.']",1,07.08.2021,21:00,0.0,1.0,0.0,1.0,Away,1.7,3.6,5.7,5.7,False,False,False,False,False,False,False,False,1.0,2.0,-1.0,75%,25%,16.0,9.0,2.0,2.0,99.0,80.0,58.0,30.0,9.0,5.0,5.0,2.0,16.0,5.0,8.0,2.0,1.0,4.0,18.0,22.0,1.0,2.0,3.0,12.0,1.0,6.0,https://www.flashscore.com/match/0Gxd0AOi/#/match-summary/match-summary
serie-b,Ascoli,L.R. Vicenza,"['11' Yellow_Home - Caligara F.', '38' Yellow_Away - Jallow L.', '43' Yellow_Home - Buchel M.', '60' Goal_Home - Dionisi F.(Sabiri A.)', '80' Yellow_Away - Zonta L.(Poza boiskiem)', '82' Goal_Home - Sabiri A.(Kragl O.)', '85' Yellow_Home - Parigini V.', '86' Yellow_Away - Valentini N.', '90+1' Yellow_Home - Pucino R.', '90+5' Yellow_Away - Pontisso S.', '90+6' Goal_Away - Gori G.']",32,05.04.2021,15:00,2.0,1.0,0.0,0.0,Home,2.74,2.95,2.78,2.74,True,False,False,False,False,False,False,True,0.0,0.0,0.0,52%,48%,13.0,13.0,4.0,4.0,104.0,98.0,44.0,50.0,5.0,6.0,4.0,3.0,,,7.0,3.0,1.0,2.0,,,3.0,2.0,17.0,22.0,4.0,4.0,https://www.flashscore.com/match/bVOik0Hu/#/match-summary/match-summary
