League,Home,Away,INC,Round,Date,Time,H_Score,A_Score,HT_H_Score,HT_A_Score,WIN,H_BET,X_BET,A_BET,WIN_BET,OVER_2.5,OVER_3.5,H_15,A_15,H_45_50,A_45_50,H_90,A_90,H_Missing_Players,A_Missing_Players,Missing_Players,H_Ball_Possession,A_Ball_Possession,H_Goal_Attempts,A_Goal_Attempts,H_Shots_on_Goal,A_Shots_on_Goal,H_Attacks,A_Attacks,H_Dangerous_Attacks,A_Dangerous_Attacks,H_Shots_off_Goal,A_Shots_off_Goal,H_Blocked_Shots,A_Blocked_Shots,H_Free_Kicks,A_Free_Kicks,H_Corner_Kicks,A_Corner_Kicks,H_Offsides,A_Offsides,H_Throw_in,A_Throw_in,H_Goalkeeper_Saves,A_Goalkeeper_Saves,H_Fouls,A_Fouls,H_Yellow_Cards,A_Yellow_Cards,Game Link
jupiler-league,Waregem,St. Truiden,"['11' Yellow_Home - Kainourgios N.', '13' Yellow_Away - Sankhon I.', '27' Yellow_Home - Dury F.(Poza boiskiem)', '48' Yellow_Home - Bianda W.', '56' Goal_Away - Suzuki Y.(Caufriez M.)', '61' Red_Card_Home - Żółta kartka / Bianda W.', '63' Yellow_Away - De Ridder S.', '84' Yellow_Home - Vossen J.', '90+2' Goal_Away - Caufriez M.(Filippov O.)']",17,19.12.2020,18:30,0.0,2.0,0.0,0.0,Away,2.73,3.7,2.5,2.5,False,False,False,False,False,False,False,True,5.0,6.0,-1.0,64%,36%,12.0,11.0,1.0,6.0,83.0,64.0,65.0,46.0,6.0,3.0,5.0,2.0,,,6.0,4.0,4.0,4.0,,,4.0,1.0,17.0,16.0,4.0,2.0,https://www.flashscore.com/match/vPjsgJwQ/#/match-summary/match-summary
jupiler-league,KV Mechelen,St. Liege,"['21' Yellow_Away - Carcela-Gonzalez M.', '38' Yellow_Away - Oulare O.', '43' Yellow_Away - Vojvoda M.', '45+2' Goal_Away - Amallah S.(Vojvoda M.)', '50' Goal_Home - de Camargo I.(Van Cleemput J.)', '70' Goal_Away - Carcela-Gonzalez M.(Bastien S.)', '73' Goal_Home - de Camargo I.(Peyre T.)', '75' Yellow_Away - Cimirot G.', '88' Goal_Away - Avenatti F.']",22,17.01.2020,20:30,2.0,3.0,0.0,1.0,Away,3.05,3.3,2.4,2.4,True,True,False,False,True,True,False,False,4.0,2.0,2.0,53%,47%,9.0,13.0,6.0,6.0,114.0,122.0,64.0,86.0,3.0,7.0,,,12.0,11.0,6.0,10.0,1.0,0.0,12.0,17.0,3.0,4.0,10.0,13.0,0.0,4.0,https://www.flashscore.com/match/4vUESDzm/#/match-summary/match-summary
ligue-1,Bordeaux,PSG,"['18' Yellow_Home - Seri J.(Podcięcie)', '20' Goal_Away - Sarabia P.(Gueye I.)', '40' Yellow_Away - Sarabia P.(Nadmierna ostrość)', '43' Yellow_Away - Danilo(Nadmierna ostrość)', '50' Yellow_Home - Adli Y.(Nadmierna ostrość)', '88' Yellow_Away - Kurzawa L.(Podcięcie)', '90+1' Yellow_Home - Oudin R.(Nadmierna ostrość)', '90+2' Yellow_Home - Gasset J.(Poza boiskiem)']",28,03.03.2021,21:00,0.0,1.0,0.0,1.0,Away,7.1,4.4,1.52,1.52,False,False,False,False,False,False,False,False,4.0,6.0,-2.0,44%,56%,11.0,12.0,2.0,3.0,114.0,107.0,43.0,38.0,8.0,5.0,1.0,4.0,19.0,11.0,8.0,1.0,1.0,4.0,,,2.0,2.0,8.0,15.0,3.0,3.0,https://www.flashscore.com/match/vFVRCqn6/#/match-summary/match-summary
championship,Hull,Luton,"['09' Goal_Away - Adebayo E.(Bell A.)', '11' Yellow_Away - Clark J.', '25' Yellow_Away - Kioso P.', '56' Goal_Away - Cornick H.(Adebayo E.)', '71' Yellow_Home - Huddlestone T.', '72' Goal_Away - Bree J.', '86' Yellow_Home - Honeyman G.', '90+2' Goal_Home - Eaves T.(Forss M.)']",39,19.03.2022,16:00,1.0,3.0,0.0,1.0,Away,2.85,3.1,2.75,2.75,True,True,False,True,False,False,True,False,,,,59%,41%,16.0,11.0,4.0,5.0,106.0,105.0,48.0,38.0,9.0,2.0,3.0,4.0,7.0,7.0,6.0,5.0,1.0,1.0,23.0,20.0,2.0,3.0,9.0,11.0,2.0,2.0,https://www.flashscore.com/match/lSoxD8Uf/#/match-summary/match-summary
ligue-1,Metz,Clermont,"['24' Goal_Home - de Preville N.(Sarr P. M.)', '37' Goal_Away - Dossou J.(Kyei G.)', '40' Red_Card_Home - Niane I.(Ciężki faul)', '72' Yellow_Home - Bronn D.(Podcięcie)', '84' Yellow_Away - Ogier F.(Nadmierna ostrość)']",32,17.04.2022,15:00,1.0,1.0,1.0,1.0,Draw,2.91,3.05,2.78,3.05,False,False,False,False,False,False,False,False,6.0,8.0,-2.0,45%,55%,4.0,26.0,2.0,4.0,88.0,124.0,16.0,72.0,2.0,14.0,0.0,8.0,18.0,19.0,0.0,9.0,1.0,2.0,22.0,32.0,3.0,1.0,15.0,11.0,1.0,1.0,https://www.flashscore.com/match/vZHCPc9m/#/match-summary/match-summary
serie-b,Perugia,Alessandria,"['07' Yellow_Home - Chichizola L.', '14' Goal_Home - De Luca M.', '17' Goal_Away - Prestia G.(Lunetta G.)', '28' Yellow_Home - Kouan C.', '51' Yellow_Away - Prestia G.', '76' Yellow_Home - Curado M.', '82' Yellow_Home - Burrai S.', '84' Yellow_Away - Palombi S.', '90+4' Yellow_Away - Pisseri M.']",6,26.09.2021,14:00,1.0,1.0,1.0,1.0,Draw,1.8,3.5,4.8,3.5,False,False,True,False,False,False,False,False,0.0,0.0,0.0,63%,37%,12.0,12.0,4.0,3.0,112.0,88.0,51.0,30.0,6.0,4.0,2.0,5.0,,,7.0,4.0,0.0,0.0,,,2.0,3.0,17.0,19.0,4.0,3.0,https://www.flashscore.com/match/niRR4pXk/#/match-summary/match-summary
serie-b,Ternana,Crotone,"['04' Yellow_Home - Proietti M.', '09' Yellow_Away - Molina S.', '11' Goal_Home - Falletti C.(Proietti M.)', '40' Red_Card_Home - Żółta kartka / Proietti M.', '57' Yellow_Away - Nedelcearu I.', '76' Yellow_Away - Vulic M.']",15,29.11.2021,20:30,1.0,0.0,1.0,0.0,Home,1.86,3.8,3.9,1.86,False,False,True,False,False,False,False,False,0.0,0.0,0.0,29%,71%,16.0,22.0,6.0,5.0,80.0,156.0,29.0,66.0,5.0,8.0,5.0,9.0,,,5.0,9.0,2.0,1.0,,,5.0,5.0,12.0,23.0,2.0,3.0,https://www.flashscore.com/match/4KL5yw9K/#/match-summary/match-summary
serie-a,Empoli,Lazio,"['04' Goal_Home - Bandinelli F.(Bajrami N.)', '06' Goal_Away - Milinkovic-Savic S.(Anderson F.)', '29' Yellow_Away - Lucas Leiva(Nadmierna ostrość)', '31' Goal_Away - Lazzari M.(Milinkovic-Savic S.)', '38' Yellow_Home - Stojanovic P.(Podcięcie)', '41' Goal_Away - Immobile C.(Penalty )', '89' Yellow_Home - Ismajli A.(Przytrzymywanie)']",1,21.08.2021,20:45,1.0,3.0,1.0,3.0,Away,4.65,3.9,1.79,1.79,True,True,True,True,False,False,False,False,0.0,1.0,-1.0,42%,58%,16.0,8.0,5.0,5.0,117.0,100.0,51.0,51.0,7.0,2.0,4.0,1.0,9.0,5.0,5.0,3.0,2.0,0.0,17.0,5.0,2.0,4.0,13.0,10.0,2.0,1.0,https://www.flashscore.com/match/jsVzgPF4/#/match-summary/match-summary
ligue-1,Nimes,Metz,"['23' Yellow_Away - Nguette O.(Podcięcie)', '29' Yellow_Away - Cohade R.(Niesportowe zachowanie)', '30' Goal_Away - Diallo H.(Udol M.)', '46' Yellow_Home - Philippoteaux R.(Faul)', '61' Goal_Home - Ripart R.(Duljevic H.)', '65' Yellow_Away - Maiga H.(Podcięcie)', '82' Yellow_Away - Fofana M.(Faul)', '90+1' Yellow_Away - Boulaya F.(Niesportowe zachowanie)', '90+1' Yellow_Away - Boye J.(Faul)']",15,30.11.2019,20:00,1.0,1.0,0.0,1.0,Draw,2.17,3.25,3.8,3.25,False,False,False,False,False,False,False,False,1.0,1.0,0.0,56%,44%,14.0,10.0,3.0,4.0,135.0,116.0,56.0,36.0,9.0,2.0,2.0,4.0,24.0,13.0,6.0,2.0,0.0,5.0,,,3.0,2.0,12.0,19.0,1.0,6.0,https://www.flashscore.com/match/rwk2C436/#/match-summary/match-summary
league-one,Wigan,Accrington,"['14' Goal_Home - James T.', '19' Goal_Home - Gardner D.', '32' Goal_Home - Penalty Keane W.(Penalty )', '45+2' Yellow_Away - Conneely S.', '61' Goal_Away - Pritchard J.(Burgess C.)', '65' Goal_Away - Nottingham M.', '81' Yellow_Away - Hughes M.', '83' Own_Home - Hughes M.()', '86' Goal_Away - Burgess C.(Bishop C.)']",17,12.12.2020,16:00,4.0,3.0,3.0,0.0,Home,3.65,3.35,1.92,3.65,True,True,True,False,False,False,False,False,0.0,0.0,0.0,44%,56%,12.0,22.0,5.0,6.0,100.0,94.0,34.0,39.0,3.0,3.0,4.0,13.0,,,6.0,10.0,3.0,2.0,,,3.0,2.0,8.0,14.0,0.0,2.0,https://www.flashscore.com/match/vJmr4R3s/#/match-summary/match-summary
league-one,Wigan,Plymouth,"['58' Yellow_Away - Houghton J.', '62' Yellow_Home - Bennett J.', '63' Goal_Away - Jephcott L.', '74' Goal_Home - Whatmough J.(Keane W.)', '78' Yellow_Home - Pearce T.', '80' Yellow_Home - Keane W.']",45,23.04.2022,16:00,1.0,1.0,0.0,0.0,Draw,1.95,3.1,4.2,3.1,False,False,False,False,False,False,False,False,0.0,0.0,0.0,64%,36%,11.0,5.0,4.0,2.0,77.0,62.0,55.0,43.0,6.0,2.0,1.0,1.0,8.0,15.0,15.0,3.0,5.0,0.0,33.0,16.0,1.0,3.0,12.0,8.0,3.0,1.0,https://www.flashscore.com/match/EyMyzdQh/#/match-summary/match-summary
laliga,Valencia,Vallecano,"['18' Yellow_Away - Saveljich E.(Podcięcie)', '19' Goal_Home - Soler C.(Penalty )', '27' Yellow_Home - Soler C.(Podcięcie)', '45' Yellow_Home - Diakhaby M.(Nadmierna ostrość)', '45+2' Yellow_Home - Alderete O.(Podcięcie)', '54' Yellow_Away - Comesana S.(Przytrzymywanie)', '55' Yellow_Away - Niesportowe zachowaniePalazon I.(Niesportowe zachowanie)', '55' Yellow_Home - Gaya J.(Niesportowe zachowanie)', '62' Yellow_Home - Foulquier D.(Nadmierna ostrość)', '64' Goal_Away - Palazon I.', '68' Yellow_Home - Wass D.(Nadmierna ostrość)', '73' Yellow_Away - Catena A.(Nadmierna ostrość)', '75' Yellow_Away - Valentin O.(Nadmierna ostrość)']",15,27.11.2021,16:15,1.0,1.0,1.0,0.0,Draw,2.0,3.4,4.15,3.4,False,False,False,False,False,False,False,False,1.0,3.0,-2.0,42%,58%,8.0,12.0,4.0,6.0,101.0,121.0,38.0,51.0,4.0,5.0,0.0,1.0,16.0,19.0,3.0,9.0,2.0,3.0,27.0,31.0,5.0,3.0,18.0,16.0,6.0,5.0,https://www.flashscore.com/match/8Qm2JBfJ/#/match-summary/match-summary
league-one,Swindon,Wigan,"['17' Goal_Home - Pitman B.', '52' Yellow_Away - Jones J.', '54' Yellow_Home - Palmer M.', '65' Red_Card_Home - Conroy D.', '78' Yellow_Away - Merrie C.', '83' Yellow_Home - Thompson D.']",22,02.02.2021,19:00,1.0,0.0,1.0,0.0,Home,2.4,3.15,2.83,2.4,False,False,False,False,False,False,False,False,0.0,0.0,0.0,32%,68%,9.0,7.0,4.0,0.0,72.0,97.0,43.0,42.0,3.0,2.0,2.0,5.0,,,4.0,9.0,2.0,4.0,,,0.0,3.0,17.0,15.0,2.0,2.0,https://www.flashscore.com/match/GAks5SkR/#/match-summary/match-summary
liga-portugal,FC Porto,Maritimo,"['18' Goal_Home - Evanilson(Otavio)', '30' Yellow_Away - Vidigal A.(Faul)', '42' Yellow_Away - Costa M.(Faul)', '45' Yellow_Home - Otavio(Faul)', '49' Goal_Home - Pepê(Otavio)', '50' Yellow_Away - Costa E.(Faul)', '52' Goal_Away - Costa E.', '56' Yellow_Away - Claudio W.(Przytrzymywanie)', '69' Yellow_Home - Wendell(Faul)', '78' Yellow_Home - Joao Mario(Faul)', '79' Yellow_Home - Grujic M.(Nadmierna ostrość)', '81' Yellow_Away - Guitane R.(Faul)']",20,30.01.2022,21:30,2.0,1.0,1.0,0.0,Home,1.19,7.6,15.0,1.19,True,False,False,False,True,False,False,False,1.0,3.0,-2.0,62%,38%,14.0,8.0,5.0,3.0,136.0,67.0,58.0,27.0,4.0,5.0,5.0,0.0,,,1.0,3.0,2.0,0.0,,,2.0,3.0,24.0,15.0,4.0,5.0,https://www.flashscore.com/match/MNrV5l7A/#/match-summary/match-summary
league-one,Cambridge Utd,Sheffield Wed,"['20' Goal_Home - Williams G.(Iredale J.)', '45' Yellow_Away - Paterson C.', '67' Yellow_Home - Iredale J.', '80' Goal_Away - Dele-Bashiru F.(Berahino S.)', '90+2' Yellow_Away - Palmer L.']",14,19.10.2021,20:45,1.0,1.0,1.0,0.0,Draw,3.75,3.35,1.95,3.35,False,False,False,False,False,False,False,False,0.0,0.0,0.0,37%,63%,11.0,19.0,3.0,6.0,83.0,109.0,33.0,60.0,6.0,7.0,2.0,6.0,8.0,9.0,7.0,8.0,1.0,0.0,29.0,27.0,5.0,2.0,8.0,8.0,1.0,2.0,https://www.flashscore.com/match/tO1WmKv7/#/match-summary/match-summary
championship,Swansea,Peterborough,"['02' Goal_Home - Bidwell J.(Laird E.)', '13' Goal_Home - Piroe J.(Manning R.)', '45+1' Goal_Home - Ntcham O.(Piroe J.)', '63' Yellow_Home - Manning R.', '83' Yellow_Home - Downes F.']",15,30.10.2021,16:00,3.0,0.0,3.0,0.0,Home,1.64,4.1,5.4,1.64,True,False,True,False,True,False,False,False,0.0,3.0,-3.0,67%,33%,13.0,2.0,5.0,1.0,128.0,43.0,45.0,6.0,5.0,1.0,3.0,0.0,10.0,8.0,7.0,3.0,1.0,1.0,13.0,7.0,1.0,2.0,7.0,10.0,2.0,0.0,https://www.flashscore.com/match/ENp6ZnOr/#/match-summary/match-summary
ligue-1,PSG,Bordeaux,"['24' Goal_Home - Mbappe K.(Wijnaldum G.)', '39' Yellow_Home - Paredes L.(Niesportowe zachowanie)', '40' Yellow_Away - Guilavogui J.(Podcięcie)', '45+1' Yellow_Away - Oudin R.(Nadmierna ostrość)', '52' Goal_Home - Neymar(Hakimi A.)', '57' Yellow_Away - Marcelo(Niesportowe zachowanie)', '61' Goal_Home - Paredes L.']",28,13.03.2022,13:00,3.0,0.0,1.0,0.0,Home,1.15,8.25,23.0,1.15,True,False,False,False,False,False,False,False,6.0,5.0,1.0,57%,43%,12.0,15.0,5.0,5.0,143.0,70.0,51.0,61.0,5.0,5.0,2.0,5.0,20.0,8.0,2.0,4.0,3.0,5.0,13.0,14.0,5.0,2.0,5.0,9.0,1.0,3.0,https://www.flashscore.com/match/4Gcrqk5p/#/match-summary/match-summary
league-two,Salford,Barrow,"['29' Goal_Home - Henderson I.', '70' Yellow_Home - Hunter A.', '74' Yellow_Away - Thomas B.', '81' Yellow_Away - Banks O.', '90+6' Yellow_Home - Coutts P.']",36,16.02.2021,20:00,1.0,0.0,1.0,0.0,Home,1.85,3.35,4.05,1.85,False,False,False,False,False,False,False,False,0.0,0.0,0.0,54%,46%,8.0,7.0,2.0,1.0,102.0,97.0,30.0,54.0,3.0,5.0,3.0,1.0,,,2.0,4.0,0.0,0.0,,,1.0,1.0,14.0,13.0,2.0,2.0,https://www.flashscore.com/match/jkkaq77O/#/match-summary/match-summary
premier-league,Liverpool,Leicester,"['34' Goal_Home - Diogo Jota', '50' Yellow_Home - Firmino R.(Podcięcie)', '87' Goal_Home - Diogo Jota(Matip J.)']",24,10.02.2022,20:45,2.0,0.0,1.0,0.0,Home,1.23,6.9,13.5,1.23,False,False,False,False,False,False,False,False,2.0,6.0,-4.0,65%,35%,22.0,5.0,11.0,1.0,178.0,80.0,101.0,28.0,7.0,3.0,4.0,1.0,10.0,13.0,7.0,6.0,3.0,4.0,19.0,27.0,1.0,9.0,11.0,7.0,1.0,0.0,https://www.flashscore.com/match/lMtsP6YP/#/match-summary/match-summary
liga-portugal,Famalicao,Maritimo,"['37' Yellow_Home - Rodrigues I.', '42' Yellow_Away - Andrade L.', '56' Yellow_Away - Zainadine J.', '59' Penalty_Missed_Home - Rodrigues I.()', '73' Yellow_Home - Pepe', '77' Yellow_Away - Fabio China', '90+3' Yellow_Home - Tavares D.']",6,18.09.2021,16:30,0.0,0.0,0.0,0.0,Draw,1.8,3.7,4.75,3.7,False,False,False,False,False,False,False,False,2.0,3.0,-1.0,53%,47%,16.0,2.0,4.0,0.0,111.0,80.0,62.0,36.0,11.0,1.0,1.0,1.0,,,7.0,5.0,0.0,3.0,,,0.0,4.0,20.0,20.0,3.0,3.0,https://www.flashscore.com/match/lOy4RnG4/#/match-summary/match-summary
ligue-1,PSG,Reims,"['44' Goal_Home - Verratti M.', '56' Yellow_Away - Lopy D.(Nadmierna ostrość)', '62' Goal_Home - Ramos S.', '67' Goal_Home - Verratti M.(Messi L.)', '75' Goal_Home - Danilo(Mbappe K.)']",22,23.01.2022,20:45,4.0,0.0,1.0,0.0,Home,1.23,6.5,17.0,1.23,True,True,False,False,False,False,False,False,9.0,6.0,3.0,68%,32%,22.0,7.0,8.0,3.0,161.0,82.0,56.0,36.0,8.0,4.0,6.0,0.0,11.0,7.0,14.0,0.0,1.0,1.0,15.0,14.0,3.0,4.0,6.0,10.0,0.0,1.0,https://www.flashscore.com/match/Q7i7xVUo/#/match-summary/match-summary
laliga2,Las Palmas,Girona,"['11' Yellow_Away - Garcia A.', '12' Goal_Home - Penalty Jese(Penalty )', '20' Yellow_Home - Mujica R.', '28' Yellow_Away - Saiz S.', '37' Red_Card_Home - Żółta kartka / Mujica R.', '44' Yellow_Home - Lemos A.', '62' Goal_Away - Bustos N.(Saiz S.)', '65' Goal_Away - Bustos N.(Izquierdo J.)', '68' Yellow_Home - Maikel', '71' Yellow_Home - Gonzalez F.', '77' Red_Card_Home - Navas R.', '81' Yellow_Home - Penaranda A.', '82' Yellow_Away - Baena A.', '84' Yellow_Home - Gonzalez R.', '90+3' Goal_Away - Fernandez V.(Lozano P.)', '90+6' Yellow_Home - Coco S.']",31,12.03.2022,18:15,1.0,3.0,1.0,0.0,Away,2.06,3.4,3.7,3.7,True,True,True,False,False,False,False,True,0.0,0.0,0.0,40%,60%,7.0,15.0,5.0,8.0,82.0,114.0,24.0,35.0,1.0,6.0,1.0,1.0,19.0,15.0,2.0,6.0,0.0,3.0,12.0,17.0,5.0,4.0,17.0,18.0,8.0,3.0,https://www.flashscore.com/match/f7cPrCrL/#/match-summary/match-summary
fortuna-1-liga,GKS Jastrzębie,Miedź Legnica,"['39' Goal_Home - Wróbel J.', '66' Goal_Home - Farid A.', '76' Yellow_Away - Marquitos', '80' Goal_Away - Musa B.', '88' Goal_Away - Marquitos']",17,09.11.2019,16:00,2.0,2.0,1.0,0.0,Draw,2.9,3.42,2.45,3.42,True,True,False,False,False,False,False,False,0.0,0.0,0.0,48%,52%,20.0,17.0,6.0,4.0,72.0,85.0,45.0,54.0,10.0,10.0,4.0,3.0,19.0,13.0,6.0,7.0,2.0,1.0,,,2.0,4.0,11.0,18.0,0.0,1.0,https://www.flashscore.com/match/hEsYPQUe/#/match-summary/match-summary
laliga,Valencia,Cadiz,"['33' Yellow_Away - Fede(Podcięcie)', '58' Yellow_Away - Alejo I.(Nadmierna ostrość)', '59' Yellow_Home - Alderete O.(Przytrzymywanie)', '66' Yellow_Home - Gabriel Paulista(Podcięcie)', '77' Yellow_Away - Alcaraz R.(Nadmierna ostrość)', '86' Yellow_Away - Jose Mari(Przytrzymywanie)', '87' Yellow_Away - Lozano C.(Przytrzymywanie)', '90+5' Red_Card_Away - Żółta kartka / Jose Mari(Podcięcie)', '90+6' Yellow_Home - Diakhaby M.(Niesportowe zachowanie)']",30,03.04.2022,18:30,0.0,0.0,0.0,0.0,Draw,2.12,3.25,4.0,3.25,False,False,False,False,False,False,False,False,4.0,4.0,0.0,51%,49%,5.0,4.0,1.0,3.0,119.0,98.0,61.0,38.0,3.0,1.0,1.0,0.0,22.0,13.0,4.0,3.0,2.0,4.0,26.0,24.0,3.0,1.0,11.0,18.0,3.0,6.0,https://www.flashscore.com/match/b1V5E85g/#/match-summary/match-summary
premier-league,West Ham,Huddersfield,"['15' Goal_Home - Noble M.(Penalty )', '17' Goal_Away - Bacuna J.(Mooy A.)', '30' Goal_Away - Grant K.', '65' Goal_Away - Grant K.(Kongolo T.)', '74' Yellow_Away - Pritchard A.(Podcięcie)', '75' Goal_Home - Ogbonna A.(Cresswell A.)', '78' Yellow_Away - Billing P.(Przytrzymywanie)', '84' Goal_Home - Chicharito(Nasri S.)', '90+1' Goal_Home - Chicharito(Anderson F.)']",31,16.03.2019,16:00,4.0,3.0,1.0,2.0,Home,1.53,4.33,7.1,1.53,True,True,True,False,False,False,True,False,5.0,6.0,-1.0,64%,36%,16.0,15.0,5.0,5.0,138.0,93.0,67.0,24.0,5.0,6.0,6.0,4.0,11.0,8.0,5.0,8.0,1.0,1.0,,,2.0,1.0,7.0,15.0,0.0,2.0,https://www.flashscore.com/match/GCbkTtAA/#/match-summary/match-summary
2-bundesliga,Darmstadt,FC Schalke 04,"['11' Goal_Home - Tietz P.', '14' Goal_Away - Terodde S.(Bulter M.)', '15' Yellow_Home - Lieberknecht T.(Poza boiskiem)', '29' Goal_Away - Terodde S.(Zalazar R.)', '34' Goal_Home - Tietz P.(Manu B. M.)', '42' Goal_Away - Bulter M.(Drexler D.)', '48' Goal_Away - Bulter M.(Palsson V.)', '61' Yellow_Away - Calhanoglu K.', '61' Yellow_Home - Manu B. M.', '62' Goal_Away - Bulter M.(Terodde S.)', '68' Yellow_Home - Ronstadt F.', '85' Yellow_Away - Fraisl M.', '85' Yellow_Home - Tietz P.']",30,17.04.2022,13:30,2.0,5.0,2.0,3.0,Away,2.23,3.7,3.1,3.1,True,True,True,True,False,True,False,False,0.0,0.0,0.0,51%,49%,21.0,14.0,7.0,8.0,105.0,74.0,62.0,9.0,14.0,6.0,,,15.0,17.0,7.0,4.0,2.0,2.0,24.0,14.0,3.0,5.0,15.0,13.0,3.0,2.0,https://www.flashscore.com/match/CYWZfOSM/#/match-summary/match-summary
super-lig,Kasimpasa,Fenerbahce,"['06' Goal_Away - Zajc M.', '48' Yellow_Home - Eysseric V.(Podcięcie)', '67' Goal_Home - Muleka J.(Mabil A.)', '86' Yellow_Away - Dursun S.(Nadmierna ostrość)', '90+1' Goal_Away - Szalai At.', '90+3' Yellow_Home - Elmali E.(Niesportowe zachowanie)', '90+4' Yellow_Home - Spajic U.(Nadmierna ostrość)', '90+7' Red_Card_Home - Żółta kartka / Mabil A.(Niesportowe zachowanie)', '90+7' Yellow_Home - Donk R.(Niesportowe zachowanie)', '90+7' Yellow_Home - Mabil A.(Nadmierna ostrość)']",27,28.02.2022,18:00,1.0,2.0,0.0,1.0,Away,2.6,3.4,2.6,2.6,True,False,False,True,False,False,False,True,2.0,4.0,-2.0,55%,45%,16.0,9.0,8.0,2.0,91.0,87.0,87.0,55.0,8.0,5.0,0.0,2.0,,,8.0,4.0,5.0,1.0,,,0.0,7.0,15.0,18.0,6.0,1.0,https://www.flashscore.com/match/nFqr8e5M/#/match-summary/match-summary
ligue-1,Marsylia,Lens,"['06' Yellow_Home - Gueye P.(Zagranie ręką)', '07' Yellow_Home - Guendouzi M.(Niesportowe zachowanie)', '09' Goal_Away - Sotoca F.(Penalty )', '27' Goal_Away - Frankowski P.(Sotoca F.)', '33' Goal_Home - Payet D.', '45+2' Goal_Home - Payet D.(Penalty )', '71' Goal_Away - Said W.(Sotoca F.)', '90+2' Yellow_Away - Said W.(Przytrzymywanie)']",8,26.09.2021,20:45,2.0,3.0,2.0,2.0,Away,1.82,3.8,4.7,4.7,True,True,False,True,True,False,False,False,1.0,2.0,-1.0,60%,40%,13.0,13.0,4.0,5.0,95.0,79.0,31.0,37.0,6.0,4.0,3.0,4.0,21.0,7.0,5.0,7.0,3.0,0.0,29.0,12.0,2.0,2.0,4.0,14.0,2.0,1.0,https://www.flashscore.com/match/QBmBAbJf/#/match-summary/match-summary
championship,Derby,Blackburn,"['08' Goal_Away - Brereton Diaz B.', '20' Goal_Away - Brereton Diaz B.(Dolan T.)', '29' Yellow_Home - Shinnie G.', '50' Yellow_Home - Lawrence T.', '59' Yellow_Away - Lenihan D.', '85' Yellow_Away - Buckley J.', '88' Yellow_Away - Khadra R.', '89' Goal_Home - Davies C.', '89' Yellow_Away - Poveda I.', '90+1' Yellow_Away - Travis L.']",15,30.10.2021,16:00,1.0,2.0,0.0,2.0,Away,2.65,3.15,2.9,2.9,True,False,False,True,False,False,False,False,,,,63%,37%,9.0,12.0,3.0,5.0,128.0,92.0,33.0,24.0,5.0,7.0,1.0,0.0,17.0,14.0,2.0,3.0,2.0,3.0,28.0,20.0,3.0,2.0,12.0,17.0,2.0,5.0,https://www.flashscore.com/match/tG5XbfYA/#/match-summary/match-summary
premier-league,Wolves,Leeds,"['06' Yellow_Home - Boly W.(Faul)', '26' Goal_Home - Jonny(Trincao)', '43' Yellow_Home - Jimenez R.(Nadmierna ostrość)', '45+10' Yellow_Away - Struijk P.(Podcięcie)', '45+11' Goal_Home - Trincao(Podence D.)', '53' Red_Card_Home - Żółta kartka / Jimenez R.(Nadmierna ostrość)', '63' Goal_Away - Harrison J.', '66' Goal_Away - Rodrigo(Greenwood S.)', '68' Yellow_Away - Rodrigo(Niesportowe zachowanie)', '74' Yellow_Away - Cresswell C.(Nadmierna ostrość)', '90+1' Goal_Away - Ayling L.', '90+3' Yellow_Away - Kenneh N.(Poza boiskiem, Niesportowe zachowanie)', '90+4' Yellow_Away - Forshaw A.(Opóźnianie gry)']",30,18.03.2022,21:00,2.0,3.0,2.0,0.0,Away,2.24,3.35,3.55,3.55,True,True,False,False,True,False,False,True,2.0,6.0,-4.0,48%,52%,14.0,15.0,8.0,6.0,91.0,99.0,48.0,42.0,4.0,7.0,2.0,2.0,17.0,14.0,2.0,5.0,1.0,3.0,23.0,20.0,3.0,6.0,13.0,14.0,3.0,5.0,https://www.flashscore.com/match/QwKjFpNi/#/match-summary/match-summary
eredivisie,FC Emmen,Den Haag,"['16' Own_Home - Goossens J.()', '18' Yellow_Away - Beugelsdijk T.(Nadmierna ostrość)', '23' Yellow_Home - Bakker N.(Przytrzymywanie)', '38' Yellow_Home - Beste J.(Faul)', '59' Yellow_Away - Nadmierna ostrośćMeijers A.(Nadmierna ostrość)', '61' Yellow_Away - Kramer M.(Niesportowe zachowanie)', '61' Yellow_Away - Malone D.(Podcięcie)', '69' Goal_Home - de Leeuw M.(Slagveer L.)', '74' Goal_Home - Slagveer L.(Telgenkamp D.)', '80' Yellow_Home - Slagveer L.(Podcięcie)', '90' Yellow_Home - Burnet L.(Nadmierna ostrość)']",8,27.09.2019,20:00,3.0,0.0,1.0,0.0,Home,2.15,3.8,3.1,2.15,True,False,False,False,False,False,False,False,3.0,0.0,3.0,52%,48%,16.0,19.0,5.0,5.0,92.0,85.0,40.0,46.0,10.0,10.0,1.0,4.0,11.0,18.0,5.0,4.0,0.0,1.0,,,5.0,2.0,18.0,10.0,4.0,4.0,https://www.flashscore.com/match/KSTVQuZb/#/match-summary/match-summary
